row_id,tweet_id,tweet_timestamp,cleanText,mentions_tesla,stock_t0_close,stock_t0_volume,stock_t1_price_up,stock_t1_volume_up,stock_t2_price_up,stock_t2_volume_up,stock_t4_price_up,stock_t4_volume_up
43,781206685553528833,2016-09-28 18:59:22,"Three cable elevator on a crane. Wind force on Mars is low, so don't need to worry about being blown around.",0,206.27,964.0,0.0,1.0,0.0,1.0,0.0,0.0
44,783347230245736448,2016-10-04 16:45:08,I use twitter for news orgs. My Insta has same women as men. What's up with the phoney PC police axe-grinding?,0,212.738,2255.0,1.0,1.0,1.0,1.0,1.0,1.0
45,785485969705140224,2016-10-10 14:23:43,"Real fraud going on is denial of climate science. As for ""subsidies"", Tesla gets pennies on dollar vs coal. How about we both go to zero?",1,202.595,16923.0,1.0,0.0,1.0,0.0,1.0,0.0
46,785505765343625216,2016-10-10 15:42:23,"Utter nonsense. Empirical evidence is what matters, not random speculation.",0,201.49,3393.0,0.0,1.0,0.0,1.0,0.0,1.0
47,788782966528815104,2016-10-19 16:44:48,Leaked audio proves just how deceptive/anti-solar utility-backed Amendment 1 really is! RT and read here: #NoOn1 Calculated attempt to deceive Florida voters about solar vote uncovered by Miami Herald,0,200.56,8028.0,0.0,0.0,0.0,0.0,0.0,0.0
48,788794291900469248,2016-10-19 17:29:48,Tesla announcement goes live at 5pm California time. 30 minutes of media Q&A to follow.,1,202.82,38417.0,0.0,0.0,0.0,0.0,1.0,0.0
49,788809242769666048,2016-10-19 18:29:13,"According to experts, Hyperloop is both obvious and impossible. Maybe pick one or the other?",0,204.03,20531.0,1.0,0.0,0.0,0.0,0.0,0.0
50,788823067392749568,2016-10-19 19:24:09,This is also what I was alluding to by Model 3 part 2,0,204.3178,37671.0,0.0,1.0,0.0,1.0,0.0,1.0
51,794200368804544512,2016-11-03 15:31:38,"""Someone is learning how to take down the internet"" Only a matter of time before advanced AI is used to do this. Internet is particularly susceptible to a gradient descent algo.",0,190.23,1848.0,1.0,1.0,0.0,1.0,1.0,1.0
52,794219484621832192,2016-11-03 16:47:35,There would def be millions of agents simultaneously doing a Monte Carlo sim & combining the results to build a map of weaknesses,0,188.9399,7607.0,0.0,0.0,0.0,1.0,0.0,1.0
53,794221355642146816,2016-11-03 16:55:01,Congratulations to China on the successful launch of the LM 5 heavy lift rocket!,0,189.25,5073.0,1.0,0.0,0.0,0.0,0.0,0.0
54,794556147243978752,2016-11-04 15:05:22,"I highly recommend the new all glass roof on the Model S. This was very hard to develop, but it makes the interior feel amazing.",0,193.21,75629.0,0.0,0.0,0.0,0.0,0.0,0.0
55,798980894543343616,2016-11-16 20:07:44,Looks like the Model S P100D Easter egg will allow it to do 0 to 60 mph in 2.4 sec and a 10.6 sec 1/4 mile via software update next month,0,183.97,7670.0,1.0,0.0,1.0,0.0,1.0,1.0
56,801113060849098752,2016-11-22 17:20:12,Backlog of 5 seat foldflat config. 6 seat can be made earlier. Actually my fav version.,0,189.26,3641.0,0.0,1.0,0.0,1.0,0.0,1.0
57,819606921824980992,2017-01-12 18:08:12,"If the results look good from the latest point release, then we are days away from a release to all HW1 and to all HW2 early next week",0,229.07,3298.0,0.0,1.0,1.0,1.0,1.0,0.0
58,819609111801139200,2017-01-12 18:16:54,Promising early results from the Ludricrous Easter egg. Looks like 0 to 60 mph in 2.34 sec (Motor Trend spec) might be achievable...,0,229.48,12898.0,0.0,1.0,0.0,0.0,0.0,0.0
59,822129092036206592,2017-01-19 17:10:24,Report highlight: “The data show that the Tesla vehicles crash rate dropped by almost 40 percent after Autosteer installation.”,1,242.87,9807.0,1.0,0.0,0.0,1.0,0.0,0.0
60,822180663285514240,2017-01-19 20:35:20,"Similar to SpaceX, the T is like a cross section of an electric motor, just as the X is like a rocket trajectory",0,243.38,10227.0,0.0,0.0,1.0,1.0,1.0,0.0
61,823915595615719424,2017-01-24 15:29:20,There will be a software update this weekend that improves self-calibration ability,0,252.52,20379.0,0.0,1.0,0.0,1.0,0.0,0.0
62,825036546206076928,2017-01-27 17:43:35,"Yeah, am hearing this from a lot of people & it's getting me down. I'm just trying to make a positive contribution & hope good comes of it.",0,250.5305,2472.0,1.0,0.0,1.0,1.0,1.0,1.0
63,825048948515549184,2017-01-27 18:32:52,Hyperloop pod race happening this weekend at SpaceX HQ (near LAX). We built a ~mile long vacuum tube on our campus big enough to fit people.,0,250.99,675.0,0.0,1.0,0.0,1.0,0.0,1.0
64,826125419527016448,2017-01-30 17:50:23,"I agree with creating great jobs, restoring US strength as a great manufacturer of products and anything that makes the future exciting",0,250.12,390.0,1.0,1.0,1.0,1.0,0.0,1.0
65,828984746029912064,2017-02-07 15:12:19,Take out the floor mats and its 2.27. MT said everything had to be standard production.,0,257.92,29004.0,1.0,0.0,1.0,0.0,0.0,1.0
66,829015254524792832,2017-02-07 17:13:33,"yes, altitude improves performance for electric. Opposite of combustion cars.",0,258.09,4572.0,1.0,1.0,1.0,1.0,0.0,1.0
67,829396254920568832,2017-02-08 18:27:31,George Schultz and Jim Baker article in regarding a carbon tax,0,262.05,4742.0,1.0,0.0,1.0,0.0,1.0,0.0
68,832619549937668096,2017-02-17 15:55:44,"Yes, but only deep in solid rock, where the walls are self-supporting and concrete reinforcements arguably aren't needed",0,266.38,9647.0,1.0,1.0,0.0,0.0,0.0,0.0
69,832647116816150530,2017-02-17 17:45:17,"Falcon 9 and Dragon at historic launch pad 39A. Liftoff slated for Saturday at 10:01am ET. Investigating a (very small) leak in the upper stage. If ok, will launch tomorrow.",0,269.94,8106.0,1.0,1.0,1.0,1.0,1.0,1.0
70,835185478512992256,2017-02-24 17:51:49,I didn't pose for it (hopefully that's obvious) or want me on cover. Tunnel boring machine pic wd be way better,0,257.63,13912.0,1.0,0.0,1.0,0.0,0.0,0.0
71,835202594968477696,2017-02-24 18:59:50,Something on a tristate border might work. Gigafactory plus nearby supporting supply chain needs a very large workforce.,0,257.126,24180.0,0.0,0.0,0.0,0.0,0.0,0.0
72,845325721455149056,2017-03-24 17:25:32,The shorter wheelbase only allows for a 75 kWh pack in Model 3 at current cell/module energy densities,0,261.65,19058.0,0.0,0.0,0.0,0.0,0.0,0.0
73,846770102502473728,2017-03-28 17:04:59,Glad to have Tencent as an investor and advisor to Tesla,1,279.4278,32336.0,1.0,0.0,1.0,1.0,1.0,0.0
74,850386820793643008,2017-04-07 16:36:32,Feature coming soon that allows one touch access to all discovered Tesla Easter eggs,1,301.1815,1616.0,1.0,1.0,1.0,1.0,1.0,1.0
75,852239986388721664,2017-04-12 19:20:21,Autolist survey finds Tesla used car values are highest and sell fastest,1,297.95,34545.0,1.0,0.0,1.0,0.0,1.0,0.0
76,852241941546778624,2017-04-12 19:28:07,This investor group should buy Ford stock. Their governance is amazing ...,0,297.4,29045.0,1.0,1.0,0.0,0.0,1.0,0.0
77,852243718094561280,2017-04-12 19:35:10,"Besides, I already said we'd add more independent members during SCTY merger. Will announce soon, but this group has nothing to do with it.",0,297.46,19047.0,0.0,1.0,0.0,1.0,0.0,0.0
78,852580027178696704,2017-04-13 17:51:33,Tesla Semi truck unveil set for September. Team has done an amazing job. Seriously next level.,1,299.25,32063.0,1.0,1.0,1.0,1.0,1.0,1.0
79,854038254982619136,2017-04-17 18:26:01,Tesla will soon be offering a compelling means of upgrading a 60 to a 75,1,301.73,1583.0,1.0,1.0,1.0,1.0,1.0,1.0
80,856551111301505024,2017-04-24 16:51:13,"Great food, great ambience and with great friends. We all really enjoyed the visit.",0,307.18,3230.0,1.0,0.0,0.0,1.0,0.0,1.0
81,859043148923678720,2017-05-01 13:53:41,"Close-up of rocket stage separation, fast flip, boostback burn in a ring of fire and then…",0,318.21,63027.0,1.0,0.0,1.0,0.0,0.0,0.0
82,862392836993560576,2017-05-10 19:44:09,: Employees fired by Trump: Sally Yates Preet Bharara James Comey Employees investigating Trump: Sally Yates Pr…,0,324.625,14544.0,0.0,1.0,0.0,0.0,0.0,0.0
83,871783609492844544,2017-06-05 17:39:44,Wearing anything at all is just a conspiracy by the capitalist running dogs of Big Underwear,0,345.25,11368.0,0.0,1.0,0.0,1.0,0.0,1.0
84,872146674327601152,2017-06-06 17:42:25,Tesla shareholder meeting today. Can't believe it's been 1000 years since we went public.,1,357.633,21652.0,0.0,0.0,0.0,0.0,0.0,0.0
85,872150066462511104,2017-06-06 17:55:54,That's why the pic is in black and white. Didn't have color back then.,0,357.2294,5038.0,1.0,1.0,1.0,1.0,1.0,1.0
86,872535557997449216,2017-06-07 19:27:42,Thanks :) Such an outrageous lawsuit. People sometimes underestimate strength of US judiciary. Lot of respect for the judge & jury system.,0,358.029,22033.0,0.0,1.0,0.0,0.0,1.0,0.0
87,872868505351094272,2017-06-08 17:30:43,These guys want us to die so bad they can taste it,0,365.94,4549.0,1.0,1.0,1.0,1.0,1.0,1.0
88,873202292048015360,2017-06-09 15:37:04,"If Zedd is kind enough to send me a list, it's on",0,369.06,59800.0,0.0,1.0,1.0,1.0,1.0,0.0
89,874649718659325952,2017-06-13 15:28:37,Tesla Model X is the first SUV ever to receive a 5-Star safety rating in every category US govt testing by finds Model X to be the safest SUV in history by significant margin,1,368.9299,6482.0,0.0,1.0,0.0,1.0,0.0,1.0
90,875770056323420160,2017-06-16 17:40:27,"Elon Musk publishes plans for colonizing Mars Mars V2 plan coming soon, which I think addresses the most fundamental flaw in V1: how to pay for development & operation of giant rockets",0,372.64,8232.0,1.0,1.0,1.0,1.0,1.0,0.0
91,876829309695967232,2017-06-19 15:49:32,No plans to change cell form factor for X and S,0,372.2,14217.0,1.0,1.0,1.0,0.0,0.0,1.0
92,877210236502786048,2017-06-20 17:03:12,No need to rely on scientists for global warming -- just use a thermometer,0,371.7056,4016.0,0.0,1.0,0.0,1.0,1.0,1.0
93,877930155540336640,2017-06-22 16:43:54,Must remember that irony and social media are not friends. Keep forgetting. Dammit.,0,383.5314,4577.0,1.0,0.0,0.0,1.0,0.0,1.0
94,879391845347766272,2017-06-26 17:32:08,"Several tons of force on each fin at high angles of attack & peak heating is the cube of speed, so a Mach 8 reentry is 8X Mach 4. Intense.",0,379.48,6151.0,1.0,0.0,1.0,0.0,0.0,1.0
95,879412656016285696,2017-06-26 18:54:50,"SpaceX just nailed two rocket landings in one weekend Good summary of rocket landing history. There were two successful water landings much earlier, but they didn't survive long.",0,376.46,2798.0,0.0,1.0,0.0,1.0,1.0,0.0
96,880488338964201472,2017-06-29 18:09:13,Maybe it is time for the man cape to return,0,357.28,12626.0,1.0,1.0,1.0,1.0,1.0,0.0
97,884824155895377920,2017-07-11 17:18:12,"One of my sons is named Xavier, after Professor X!",0,323.44,5056.0,1.0,1.0,1.0,1.0,1.0,1.0
98,887027300042104832,2017-07-17 19:12:43,"Tesla is dropping after says the stock price is 'higher than we have any right to deserve' I should clarify: Tesla stock is obviously high based on past & present, but low if you believe in Tesla's future. Place bets accordingly …",1,320.24,42189.0,0.0,0.0,0.0,0.0,0.0,0.0
99,888077452265771008,2017-07-20 16:45:38,"Still a lot of work needed to receive formal approval, but am optimistic that will occur rapidly",0,326.55,325.0,0.0,1.0,0.0,1.0,0.0,1.0
100,892049271511330816,2017-07-31 15:48:14,"Thoughtful Model 3 review by , one of the most insightful journalists",0,329.774,6907.0,1.0,1.0,0.0,1.0,0.0,0.0
101,897142164731199488,2017-08-14 17:05:34,Liftoff! 12th mission of our Dragon robotic space freighter in support of the,0,364.12,2857.0,0.0,1.0,1.0,1.0,0.0,0.0
102,899682569951760384,2017-08-21 17:20:14,Watching eclipse with sunglasses on through the Model S glass roof. Wow!,0,332.9523,8062.0,1.0,1.0,1.0,0.0,0.0,0.0
103,900363626841812992,2017-08-23 14:26:31,First picture of SpaceX spacesuit. More in days to follow. Worth noting that this actually works…,0,345.17,11843.0,0.0,1.0,0.0,0.0,0.0,1.0
104,900413265313792000,2017-08-23 17:43:45,Tesla Model X P100D Ludicrous sets World Record vs Lamborghini Aventador SV Drag Racing: via New Model X SUV now faster than a $500k Lamborghini,1,347.768,10362.0,1.0,0.0,1.0,0.0,1.0,0.0
105,902206719094169600,2017-08-28 16:30:18,"To be clear, a Hyperloop passenger version wouldn't have intense light strobe effect (just for testing), nor uncomfortable acceleration",0,344.35,6532.0,1.0,1.0,1.0,0.0,1.0,1.0
106,910180847814197248,2017-09-19 16:36:39,"Absolutely. Moreover, we expect to expand the facility significantly over time.",0,376.4221,9749.0,0.0,0.0,0.0,0.0,0.0,1.0
107,910540337935826944,2017-09-20 16:25:08,"Don't give up if the cause is important enough, even if you believe you are walking into doom. Good friends really matter.",0,376.892,1941.0,1.0,1.0,1.0,1.0,1.0,1.0
108,913775198423408640,2017-09-29 14:39:19,"Assuming max acceleration of 2 to 3 g's, but in a comfortable direction. Will feel like a mild to moderate amusement park ride on ascent and then smooth, peaceful & silent in zero gravity for most of the trip until landing.",0,343.98,36777.0,0.0,0.0,0.0,0.0,0.0,0.0
109,915939199718531072,2017-10-05 13:58:17,"The Tesla team has done this for many smaller islands around the world, but there is no scalability limit, so it can be done for Puerto Rico too. Such a decision would be in the hands of the PR govt, PUC, any commercial stakeholders and, most importantly, the people of PR.",1,353.3,18678.0,0.0,1.0,0.0,0.0,1.0,1.0
110,915957815197319168,2017-10-05 15:12:15,"The singularity for this level of the simulation is coming soon. I wonder what the levels above us look like. Good chance they are less interesting and deeper levels are better. So far, even our primitive sims are often more entertaining than reality itself.",0,352.4497,10549.0,0.0,1.0,0.0,1.0,0.0,1.0
111,915988011602423808,2017-10-05 17:12:14,I'm auditioning to be a roofing spokesmodel in the greater Reno area,0,353.6615,2458.0,0.0,1.0,1.0,1.0,0.0,0.0
112,916333129928810496,2017-10-06 16:03:37,"Tesla always charges the same price for a Powerwall (only taxes & shipping costs vary), so something is messed up here. I've asked my team to stop shipment to any installers charging excessive premiums.",1,353.2,1427.0,1.0,0.0,1.0,1.0,1.0,1.0
113,917413806363394048,2017-10-09 15:37:50,The last of ten Iridium global communication satellites delivered to orbit several hundred miles…,0,349.33,4189.0,0.0,1.0,0.0,1.0,1.0,1.0
114,918506265151598592,2017-10-12 15:58:53,Aim for 10 kN of thrust on a 200 kg sled. a=F/m ... game over.,0,358.835,5025.0,1.0,1.0,0.0,1.0,1.0,1.0
115,928671721065992192,2017-11-09 17:12:46,I placed the flowers Three broken ribs A pierced lung And still he fought For peace at…,0,299.0,11463.0,0.0,1.0,0.0,1.0,0.0,0.0
116,930100328229244928,2017-11-13 15:49:33,"... say scientists — among other insights gained — after a large vat of LSD overturned in the lab. Also discovered: humans are just sentient sponges, drywall tastes like a marshmallow and gravity is real. The last point remains heavily debated.",0,306.8999,11799.0,1.0,1.0,1.0,1.0,1.0,0.0
117,941388347183841280,2017-12-14 19:24:06,"10 hat aficionados, in appreciation for their exquisite taste in millinery, will be picked at random to tour the LA tunnel & drive boring machine",0,341.71,10392.0,0.0,1.0,1.0,0.0,1.0,0.0
118,943535304417218560,2017-12-20 17:35:21,Hate it when that happens. Some people are so rude!,0,329.02,5199.0,1.0,1.0,1.0,1.0,1.0,1.0
119,943857328662634496,2017-12-21 14:54:57,Sorry about that. Thanks for letting me know. Will get it fixed.,0,328.84,11626.0,0.0,1.0,1.0,1.0,1.0,0.0
120,943867218776899584,2017-12-21 15:34:15,Tesla Tops Owner Satisfaction Survey #Tesla #ModelS #ModelX Glad to see that Tesla owners are having a good experience. Working to improve further. Some cool software updates coming soon.,1,327.61,12703.0,1.0,1.0,1.0,1.0,1.0,1.0
121,943878616454127616,2017-12-21 16:19:33,"Major navigation overhaul coming in early 2018. Will be light-years ahead of current system, but we are testing it rigorously before rolling out.",0,328.5395,4277.0,0.0,0.0,1.0,1.0,1.0,1.0
122,943882440984223747,2017-12-21 16:34:45,"However, public transit is obviously not fully solving the problem, as most major cities have been in traffic hell for decades with no solution in sight. Multi-level tunnels can solve this, but we need much better tunneling technology, as it is currently super slow and expensive.",0,329.19,3653.0,0.0,0.0,0.0,1.0,0.0,0.0
123,943885775308914688,2017-12-21 16:48:00,I would only call someone an idiot if people were mistakenly under the impression that the person was smart,0,328.99,2014.0,1.0,1.0,0.0,0.0,1.0,1.0
124,943887056492564480,2017-12-21 16:53:05,"Bloody hell, I’m going to have to write a blog. Can’t fit this into tweets.",0,329.05,4811.0,0.0,0.0,0.0,1.0,0.0,1.0
125,950416244997488640,2018-01-08 17:17:45,"Long exposure of rocket ascent, reentry from space and landing burn. (Credit )",0,335.99,99503.0,1.0,0.0,1.0,0.0,1.0,0.0
126,951893894605586432,2018-01-12 19:09:24,"Actually, you can upgrade the battery pack for a huge improvement in range and some improvement in performance. There are other items you can upgrade too (seats, infotainment, etc), but I recommend keeping those parts original.",0,336.25,7931.0,1.0,1.0,1.0,1.0,1.0,0.0
127,956233892637286400,2018-01-24 18:35:00,Falcon Heavy hold-down firing this morning was good. Generated quite a thunderhead of steam. Launching in a week or so.,0,345.69,12987.0,0.0,1.0,0.0,0.0,1.0,1.0
128,958047422797643776,2018-01-29 18:41:19,"For sure, and it keeps you warm at the same time",0,348.16,6729.0,1.0,1.0,1.0,0.0,1.0,1.0
129,959482581451329536,2018-02-02 17:44:08,"Early access build and especially Dev build are feature-rich, but the features aren’t reliable enough yet",0,347.24,9688.0,0.0,0.0,0.0,0.0,0.0,0.0
130,960589757519663105,2018-02-05 19:03:39,All systems remain green for launch at 1:30pm EST tomorrow,0,341.04,2281.0,1.0,1.0,1.0,1.0,0.0,0.0
131,960905835118505984,2018-02-06 15:59:38,About 2.5 hours to T-0 for Falcon Heavy. Watch sim for highlight reel of what we hope happens. Car actually takes 6 months to cover 200M+ miles to Mars,0,329.15,6886.0,0.0,0.0,0.0,1.0,0.0,1.0
132,960921700153135104,2018-02-06 17:02:41,Upper atmosphere winds currently 20% above max allowable load. Holding for an hour to allow winds to diminish. #FalconHeavy,0,330.465,4718.0,0.0,1.0,0.0,1.0,1.0,1.0
133,960949244982018049,2018-02-06 18:52:08,Launch auto-sequence initiated (aka the holy mouse-click) for 3:45 liftoff #FalconHeavy,0,326.54,13643.0,1.0,0.0,0.0,1.0,0.0,0.0
134,963076231921938432,2018-02-12 15:44:01,"The performance numbers in this database are not accurate. In process of being fixed. Even if they were, a fully expendable Falcon Heavy, which far exceeds the performance of a Delta IV Heavy, is $150M, compared to over $400M for Delta IV Heavy.",0,309.63,10879.0,1.0,1.0,1.0,1.0,0.0,1.0
135,963087975004319746,2018-02-12 16:30:41,"Both exhaust velocity (Isp) and mass ratio drive the rocket equation. Also thrust/mass matters a lot for Oberth effect. Delta upper stage Isp is good, but mass ratio and thrust are not.",0,308.4,6310.0,0.0,1.0,0.0,1.0,1.0,1.0
136,963090657119055872,2018-02-12 16:41:20,"That was three years ago, before ULA cancelled all medium versions of Delta IV. Future missions have all Delta fixed costs piled on, so their cost is now $600M+ for missions contracted for launch after 2020. Nutty high.",0,310.12,21566.0,0.0,0.0,0.0,0.0,0.0,0.0
137,963092110994886656,2018-02-12 16:47:07,"Maybe that plan works out, but I will seriously eat my hat with a side of mustard if that rocket flies a national security spacecraft before 2023",0,310.875,68775.0,1.0,0.0,1.0,0.0,1.0,0.0
